date,gap,priv_fund_ratio,factor_rank,position,strategy_ret,strategy_net,equity
2023-11-28,0.0036971608832807416,5.283763949202791e-09,0.7666666666666667,0.0,0.0,0.0,0.9645643025846615
2023-11-29,-0.0011946536128905586,1.5071760572348967e-08,0.85,0.0,-0.0,-0.0,0.9645643025846615
2023-11-30,-0.001779092537810917,1.647154653806463e-08,0.8666666666666667,0.0,-0.0,-0.0,0.9645643025846615
2023-12-01,-0.004064283556206792,-1.5225054973072303e-08,0.2,0.0,-0.0,-0.0,0.9645643025846615
2023-12-04,0.007520084893402796,1.134675557805999e-08,0.8,0.0,0.0,0.0,0.9645643025846615
2023-12-05,-0.004149706062487255,8.10831559792421e-09,0.7166666666666667,0.0,-0.0,-0.0,0.9645643025846615
2023-12-06,0.003964509007566632,-7.805920886323896e-09,0.38333333333333336,0.0,0.0,0.0,0.9645643025846615
2023-12-07,-0.00044117647058831175,-7.162950290079778e-09,0.4166666666666667,0.0,-0.0,-0.0,0.9645643025846615
2023-12-08,0.007601885503714402,2.3391892480844855e-08,0.9,0.0,0.0,0.0,0.9645643025846615
2023-12-11,0.00432004994277395,-3.61847488830866e-09,0.48333333333333334,0.0,0.0,0.0,0.9645643025846615
2023-12-12,0.0029881551353994995,3.5217448088639286e-09,0.65,0.0,0.0,0.0,0.9645643025846615
2023-12-13,-0.00232177395076854,-1.314309928042521e-08,0.21666666666666667,0.0,-0.0,-0.0,0.9645643025846615
2023-12-14,0.015133726352251494,4.3648561690338316e-08,0.9666666666666667,0.0,0.0,0.0,0.9645643025846615
2023-12-15,0.005570527146049856,5.3122721384887006e-08,0.9833333333333333,-1.0,-0.005570527146049856,-0.007070527146049856,0.957744324499126
2023-12-18,0.0030047561697524455,1.3673959539571716e-08,0.7666666666666667,-1.0,-0.0030047561697524455,-0.004504756169752445,0.9534299198442933
2023-12-19,-0.0010106855545321985,-3.9774261487018385e-09,0.4,0.0,-0.0,-0.0,0.9534299198442933
2023-12-20,0.007499146438616668,2.271002970956722e-08,0.8333333333333334,0.0,0.0,0.0,0.9534299198442933
2023-12-21,-0.006404534410362536,3.751904054917411e-09,0.5833333333333334,0.0,-0.0,-0.0,0.9534299198442933
2023-12-22,0.007058615450167783,4.48718197194102e-09,0.5833333333333334,0.0,0.0,0.0,0.9534299198442933
2023-12-25,0.00723271325246963,4.501389995157904e-09,0.5833333333333334,0.0,0.0,0.0,0.9534299198442933
2023-12-26,0.0038515504701866383,5.118108312795453e-09,0.6,0.0,0.0,0.0,0.9534299198442933
2023-12-27,-0.0015707605534218696,2.4603088598313617e-08,0.8666666666666667,0.0,-0.0,-0.0,0.9534299198442933
2023-12-28,0.0014841353116483874,4.1606019219867265e-08,0.9333333333333333,0.0,0.0,0.0,0.9534299198442933
2023-12-29,-0.01221436525831571,4.202721553613192e-08,0.9333333333333333,-1.0,0.01221436525831571,0.01071436525831571,0.9636453162537116
2024-01-01,-0.01221436525831571,4.2457026984104196e-08,0.9333333333333333,-1.0,0.01221436525831571,0.01071436525831571,0.973970164151519
2024-01-02,-0.004013741160915534,2.015048229789541e-08,0.75,-1.0,0.004013741160915534,0.002513741160915534,0.9764184730426504
2024-01-03,-0.010155001504299868,-9.487073013068616e-09,0.25,0.0,-0.0,-0.0,0.9764184730426504
2024-01-04,-0.0071894144963212826,-9.94570685548787e-10,0.35,0.0,-0.0,-0.0,0.9764184730426504
2024-01-05,0.0002376483288086752,4.948590161325257e-09,0.5,0.0,0.0,0.0,0.9764184730426504
2024-01-08,0.0034195676603149855,8.247773642483053e-09,0.55,0.0,0.0,0.0,0.9764184730426504
2024-01-09,0.01142199147491969,1.0297092039326018e-08,0.6166666666666667,0.0,0.0,0.0,0.9764184730426504
2024-01-10,0.0012877517797700822,-1.4453431209390782e-08,0.13333333333333333,0.0,0.0,0.0,0.9764184730426504
2024-01-11,1.6345611611907624e-05,1.2666215047036318e-07,1.0,0.0,0.0,0.0,0.9764184730426504
2024-01-12,-0.0014785769717764756,-2.0844953965740612e-08,0.08333333333333333,-1.0,0.0014785769717764756,-2.1423028223524444e-05,0.9763975552021444
2024-01-15,4.118463483639776e-05,-2.037022308788506e-09,0.31666666666666665,1.0,4.118463483639776e-05,-0.0014588153651636023,0.9749731714461074
2024-01-16,-0.005155191013826775,-1.0836164666202348e-08,0.16666666666666666,0.0,-0.0,-0.0,0.9749731714461074
2024-01-17,0.002258173379385657,-5.775144127123172e-08,0.016666666666666666,0.0,0.0,0.0,0.9749731714461074
2024-01-18,0.0009959009911992816,-1.7400021295344038e-09,0.31666666666666665,1.0,0.0009959009911992816,-0.0005040990088007184,0.9744816884367741
2024-01-19,0.012529845632642313,4.093549993677845e-08,0.8666666666666667,0.0,0.0,0.0,0.9744816884367741
2024-01-22,0.009586983519618664,1.3270335558540967e-08,0.65,0.0,0.0,0.0,0.9744816884367741
2024-01-23,0.0040957954034673534,4.7958036033695995e-09,0.45,0.0,0.0,0.0,0.9744816884367741
2024-01-24,4.177615500620754e-05,-4.506989183099333e-09,0.21666666666666667,0.0,0.0,0.0,0.9744816884367741
2024-01-25,-0.0004198329065032117,-9.31560212274898e-10,0.31666666666666665,0.0,-0.0,-0.0,0.9744816884367741
2024-01-26,-0.0053341067577962675,3.1203749404774906e-08,0.8333333333333334,0.0,-0.0,-0.0,0.9744816884367741
2024-01-29,0.004782987128199242,1.691651036748424e-08,0.7333333333333333,0.0,0.0,0.0,0.9744816884367741
2024-01-30,0.007406543904276963,1.9255736266521972e-09,0.38333333333333336,0.0,0.0,0.0,0.9744816884367741
2024-01-31,-0.006182431728706102,1.6710882361972258e-09,0.36666666666666664,0.0,-0.0,-0.0,0.9744816884367741
2024-02-01,-0.002718770847056561,6.238837020737313e-08,0.9833333333333333,0.0,-0.0,-0.0,0.9744816884367741
2024-02-02,0.009073472391015101,9.824047193863379e-08,0.9833333333333333,-1.0,-0.009073472391015101,-0.010573472391015101,0.964178033208538
2024-02-05,-0.0023168782775596013,1.8207315671836764e-09,0.35,-1.0,0.0023168782775596013,0.0008168782775596012,0.9649656492995661
2024-02-06,-0.0038798386376733733,1.4588816196288509e-08,0.65,0.0,-0.0,-0.0,0.9649656492995661
2024-02-07,0.0041782729805014815,2.4376861910858368e-08,0.7833333333333333,0.0,0.0,0.0,0.9649656492995661
2024-02-08,0.004545363045272446,2.44635255276201e-08,0.8,0.0,0.0,0.0,0.9649656492995661
2024-02-09,-0.0012048916197987384,2.4644494806160922e-08,0.8166666666666667,0.0,-0.0,-0.0,0.9649656492995661
2024-02-12,-0.0012048916197987384,2.417980755213767e-08,0.75,0.0,-0.0,-0.0,0.9649656492995661
2024-02-13,0.008774493124912464,4.9360068724907785e-08,0.9333333333333333,0.0,0.0,0.0,0.9649656492995661
2024-02-14,-0.015367294131589899,-1.8615799892642954e-10,0.31666666666666665,-1.0,0.015367294131589899,0.0138672941315899,0.9783471117852837
2024-02-15,0.009310333832860427,-5.764672746436802e-09,0.18333333333333332,0.0,0.0,0.0,0.9783471117852837
2024-02-16,0.008368384682061409,1.4460857973742477e-08,0.6166666666666667,0.0,0.0,0.0,0.9783471117852837
2024-02-19,0.00022544347103848903,2.945034617157003e-08,0.8166666666666667,0.0,0.0,0.0,0.9783471117852837
2024-02-20,-0.0009924511198286903,8.011307620026526e-09,0.48333333333333334,0.0,-0.0,-0.0,0.9783471117852837
2024-02-21,-0.0015148355518134209,-9.947830622723932e-09,0.11666666666666667,0.0,-0.0,-0.0,0.9783471117852837
2024-02-22,0.007935975766085889,1.0286105286844161e-08,0.55,0.0,0.0,0.0,0.9783471117852837
2024-02-23,0.00844310813144723,1.5326546913764907e-09,0.31666666666666665,0.0,0.0,0.0,0.9783471117852837
2024-02-26,-0.00433828428106741,5.467430402176504e-09,0.5,0.0,-0.0,-0.0,0.9783471117852837
2024-02-27,0.00043402435271182717,2.1835333014978037e-09,0.38333333333333336,0.0,0.0,0.0,0.9783471117852837
2024-02-28,0.0007168087673675704,2.81101458928299e-08,0.8,0.0,0.0,0.0,0.9783471117852837
2024-02-29,-0.005096534828947079,7.939487772156663e-09,0.5,0.0,-0.0,-0.0,0.9783471117852837
2024-03-01,-0.0021331732136649854,8.000096199084738e-09,0.5166666666666667,0.0,-0.0,-0.0,0.9783471117852837
2024-03-04,0.009038333912713756,4.175867034341132e-08,0.8666666666666667,0.0,0.0,0.0,0.9783471117852837
2024-03-05,-0.00469554857323068,7.725887756777227e-11,0.26666666666666666,0.0,-0.0,-0.0,0.9783471117852837
2024-03-06,-0.0047487372051187955,-1.7298868511647515e-08,0.05,0.0,-0.0,-0.0,0.9783471117852837
2024-03-07,0.003945991454941634,-2.458250423615721e-08,0.03333333333333333,1.0,0.003945991454941634,0.002445991454941634,0.9807401404606774
2024-03-08,0.009584765143732259,2.038569177542514e-08,0.7,1.0,0.009584765143732259,0.00808476514373226,0.988669194163333
2024-03-11,-0.005962484899569967,-8.433651345512248e-09,0.15,0.0,-0.0,-0.0,0.988669194163333
2024-03-12,0.0037266303518987826,-1.2748212938153955e-08,0.1,0.0,0.0,0.0,0.988669194163333
2024-03-13,0.0052949841072950825,7.626586347632013e-09,0.5166666666666667,0.0,0.0,0.0,0.988669194163333
2024-03-14,0.001562554255356159,1.117910234111034e-08,0.6166666666666667,0.0,0.0,0.0,0.988669194163333
2024-03-15,-0.007307936848394754,-4.8909746189202435e-08,0.03333333333333333,0.0,-0.0,-0.0,0.988669194163333
2024-03-18,0.003386145249655172,4.646134435222773e-09,0.4166666666666667,1.0,0.003386145249655172,0.001886145249655172,0.9905339678673847
2024-03-19,-0.004675933446267432,-1.4117134980373416e-08,0.11666666666666667,0.0,-0.0,-0.0,0.9905339678673847
2024-03-20,0.007386585461076002,3.940032587774023e-08,0.85,0.0,0.0,0.0,0.9905339678673847
2024-03-21,0.016761434821996497,9.893200408770141e-08,0.9833333333333333,0.0,0.0,0.0,0.9905339678673847
2024-03-22,-0.0012523552175825888,2.371436916728035e-08,0.7333333333333333,-1.0,0.0012523552175825888,-0.00024764478241741123,0.990288667298435
2024-03-25,0.0043404543913190844,7.923944781521385e-09,0.5166666666666667,0.0,0.0,0.0,0.990288667298435
2024-03-26,0.007433190005020916,3.155385251443389e-08,0.8666666666666667,0.0,0.0,0.0,0.990288667298435
2024-03-27,-0.004730397293494159,1.5316974780766105e-08,0.6833333333333333,0.0,-0.0,-0.0,0.990288667298435
2024-03-28,-0.0017437543593857622,2.267665878243932e-09,0.4,0.0,-0.0,-0.0,0.990288667298435
2024-03-29,0.0028472584807359026,3.566988600640802e-08,0.8666666666666667,0.0,0.0,0.0,0.990288667298435
2024-04-01,0.007165769382280802,1.4687680429169124e-08,0.65,0.0,0.0,0.0,0.990288667298435
2024-04-02,0.0003185942870423445,3.111141197919941e-08,0.8166666666666667,0.0,0.0,0.0,0.990288667298435
2024-04-03,-0.008638013256951058,-6.782830483319378e-11,0.2833333333333333,0.0,-0.0,-0.0,0.990288667298435
2024-04-04,0.010715973354877022,2.972546713510891e-08,0.8166666666666667,0.0,0.0,0.0,0.990288667298435
2024-04-05,-0.011678524532802569,-1.0144065627779836e-08,0.13333333333333333,0.0,-0.0,-0.0,0.990288667298435
2024-04-08,0.00207754651649482,1.6792333213278e-09,0.3333333333333333,0.0,0.0,0.0,0.990288667298435
2024-04-09,0.004534430835652525,1.3254229987539015e-08,0.5666666666666667,0.0,0.0,0.0,0.990288667298435
2024-04-10,0.009229827681833003,1.3940281583843756e-08,0.5833333333333334,0.0,0.0,0.0,0.990288667298435
2024-04-11,-0.014573412129209902,5.1774969718748734e-08,0.95,0.0,-0.0,-0.0,0.990288667298435
2024-04-12,0.00235046818268683,-1.4030517947362266e-09,0.18333333333333332,-1.0,-0.00235046818268683,-0.00385046818268683,0.986475592293327
2024-04-15,-0.009279635585786573,-1.7152423824564068e-08,0.06666666666666667,0.0,-0.0,-0.0,0.986475592293327
2024-04-16,-0.010882774101164863,-2.462982798972132e-08,0.03333333333333333,1.0,-0.010882774101164863,-0.012382774101164862,0.974260287877646
2024-04-17,0.004836049977801847,-1.1406530702771763e-08,0.13333333333333333,1.0,0.004836049977801847,0.0033360499778018467,0.9775104688893934
2024-04-18,0.0017872279175397247,4.4838975109436806e-08,0.9166666666666666,0.0,0.0,0.0,0.9775104688893934
2024-04-19,-0.010955702729514936,-3.827185131916057e-08,0.03333333333333333,-1.0,0.010955702729514936,0.009455702729514936,0.9867535172982004
2024-04-22,0.006595169128384261,-4.347938223014982e-08,0.03333333333333333,1.0,0.006595169128384261,0.005095169128384262,0.9917811933568628
2024-04-23,0.0021278191630051094,-3.7441654709899985e-09,0.25,1.0,0.0021278191630051094,0.0006278191630051094,0.9924038525955603
2024-04-24,0.015665476232850487,3.6832212291574916e-08,0.8666666666666667,0.0,0.0,0.0,0.9924038525955603
2024-04-25,-0.011249796620412323,-2.914999947299859e-08,0.06666666666666667,0.0,-0.0,-0.0,0.9924038525955603
2024-04-26,0.01156192367711738,2.300821459279004e-08,0.7,1.0,0.01156192367711738,0.01006192367711738,1.002389344417254
2024-04-29,0.005872306576515432,2.7133411844586704e-08,0.7833333333333333,0.0,0.0,0.0,1.002389344417254
2024-04-30,0.0016548882853968504,9.222961685386573e-09,0.5333333333333333,0.0,0.0,0.0,1.002389344417254
2024-05-01,0.000281214848143989,9.14089502930138e-09,0.5333333333333333,0.0,0.0,0.0,1.002389344417254
2024-05-02,-0.00503104920104163,-2.1987888109730757e-09,0.2833333333333333,0.0,-0.0,-0.0,1.002389344417254
2024-05-03,0.008970913079073798,3.878634875580057e-09,0.43333333333333335,0.0,0.0,0.0,1.002389344417254
2024-05-06,0.011415984701264406,3.965201052072926e-09,0.45,0.0,0.0,0.0,1.002389344417254
2024-05-07,0.014841941452915411,7.13308010994247e-08,0.9833333333333333,0.0,0.0,0.0,1.002389344417254
2024-05-08,-0.0015955975152643106,2.8200724147180958e-08,0.8,-1.0,0.0015955975152643106,9.55975152643106e-05,1.0024851703479079
2024-05-09,-0.0003059779015959752,-2.1499395164468506e-08,0.11666666666666667,0.0,-0.0,-0.0,1.0024851703479079
2024-05-10,0.008394302882961413,8.203863825287715e-09,0.5666666666666667,0.0,0.0,0.0,1.0024851703479079
2024-05-13,0.0024831095234107096,-3.4301803694969874e-09,0.2833333333333333,0.0,0.0,0.0,1.0024851703479079
2024-05-14,0.0017746262789712858,1.541528433236805e-08,0.7166666666666667,0.0,0.0,0.0,1.0024851703479079
2024-05-15,-4.190428299871899e-05,1.5017680810464794e-08,0.6833333333333333,0.0,-0.0,-0.0,1.0024851703479079
2024-05-16,0.014639832687626364,2.308598187715188e-08,0.75,0.0,0.0,0.0,1.0024851703479079
2024-05-17,-0.003991187698993499,-1.8687557140267937e-08,0.13333333333333333,0.0,-0.0,-0.0,1.0024851703479079
2024-05-20,0.0044640640931152805,-3.202769346134604e-09,0.3,0.0,0.0,0.0,1.0024851703479079
2024-05-21,-0.002105727274109423,-5.408510565328187e-09,0.26666666666666666,0.0,-0.0,-0.0,1.0024851703479079
2024-05-22,0.0006758872452057758,1.2752421310462654e-08,0.6166666666666667,0.0,0.0,0.0,1.0024851703479079
2024-05-23,-0.0005652738522649219,2.3148093395766003e-08,0.7666666666666667,0.0,-0.0,-0.0,1.0024851703479079
2024-05-24,-0.011511236341144801,-1.2787252791878092e-08,0.2,0.0,-0.0,-0.0,1.0024851703479079
2024-05-27,0.003461639618175278,-2.7567749566165872e-09,0.35,0.0,0.0,0.0,1.0024851703479079
2024-05-28,-0.0018440252436747366,6.65157986120168e-09,0.5,0.0,-0.0,-0.0,1.0024851703479079
2024-05-29,2.668221858842057e-05,-4.904192516607116e-08,0.016666666666666666,0.0,0.0,0.0,1.0024851703479079
2024-05-30,-0.00558265309680338,-3.4125805276096674e-08,0.08333333333333333,1.0,-0.00558265309680338,-0.007082653096803381,0.9953849156516438
2024-05-31,0.0074747530380937025,-4.677247052116607e-08,0.05,1.0,0.0074747530380937025,0.005974753038093703,1.0013320947005062
2024-06-03,0.00744109623503323,1.4588067133290312e-08,0.6666666666666666,1.0,0.00744109623503323,0.005941096235033231,1.0072811050383494
2024-06-04,-0.005258375703211054,-3.653702911631858e-09,0.3,0.0,-0.0,-0.0,1.0072811050383494
2024-06-05,0.008920790538437534,3.01253579643544e-08,0.85,0.0,0.0,0.0,1.0072811050383494
2024-06-06,-0.0007051588341373663,2.9324206228574085e-08,0.8166666666666667,0.0,-0.0,-0.0,1.0072811050383494
2024-06-07,0.009802863792598551,2.8091441457897685e-08,0.7833333333333333,0.0,0.0,0.0,1.0072811050383494
2024-06-10,-0.00925306407955968,-6.877870663656383e-09,0.25,0.0,-0.0,-0.0,1.0072811050383494
2024-06-11,0.004472926719891921,-9.067081102850347e-09,0.23333333333333334,0.0,0.0,0.0,1.0072811050383494
2024-06-12,0.0015692458434123687,1.3935245674180428e-08,0.6,0.0,0.0,0.0,1.0072811050383494
2024-06-13,0.014384965831435031,7.645727261791909e-08,1.0,0.0,0.0,0.0,1.0072811050383494
2024-06-14,0.0038251283827539077,2.246499507394064e-08,0.7166666666666667,-1.0,-0.0038251283827539077,-0.005325128382753908,1.001917203836498
2024-06-17,-0.002271368349008519,-4.525651738081473e-09,0.2833333333333333,0.0,-0.0,-0.0,1.001917203836498
2024-06-18,0.006546595354638637,2.9753881338348593e-08,0.8666666666666667,0.0,0.0,0.0,1.001917203836498
2024-06-19,0.0074739031840926765,1.7289134462380797e-08,0.7,0.0,0.0,0.0,1.001917203836498
2024-06-20,0.0007489859027504771,1.8421210315520207e-08,0.7,0.0,0.0,0.0,1.001917203836498
2024-06-21,-0.006128827284549054,-1.1658087275090883e-08,0.2,0.0,-0.0,-0.0,1.001917203836498
2024-06-24,-0.003913558804016429,-2.6793940869965486e-08,0.11666666666666667,0.0,-0.0,-0.0,1.001917203836498
2024-06-25,-0.0005746219888680118,7.110945561916117e-09,0.5333333333333333,0.0,-0.0,-0.0,1.001917203836498
2024-06-26,-0.0020805112968769676,1.72582854642801e-08,0.7,0.0,-0.0,-0.0,1.001917203836498
2024-06-27,-0.006725507108440955,2.643896022832594e-08,0.8166666666666667,0.0,-0.0,-0.0,1.001917203836498
2024-06-28,0.0027545128910459052,7.382797904456593e-09,0.5166666666666667,0.0,0.0,0.0,1.001917203836498
2024-07-01,-0.0022934758405699683,-3.911687509531425e-09,0.31666666666666665,0.0,-0.0,-0.0,1.001917203836498
2024-07-02,-0.00038528650126513404,-7.337980264728885e-09,0.26666666666666666,0.0,-0.0,-0.0,1.001917203836498
2024-07-03,0.006501308121582281,1.5170978137866044e-08,0.6666666666666666,0.0,0.0,0.0,1.001917203836498
2024-07-04,0.007426157196300052,1.614362009840571e-08,0.7,0.0,0.0,0.0,1.001917203836498
2024-07-05,0.004973971267222185,6.388152153807184e-08,0.9666666666666667,0.0,0.0,0.0,1.001917203836498
2024-07-08,0.0011520153022409364,2.7817519707303428e-08,0.8333333333333334,-1.0,-0.0011520153022409364,-0.0026520153022409365,0.9992601040803453
2024-07-09,0.004052072205826293,1.2493401770880546e-08,0.55,0.0,0.0,0.0,0.9992601040803453
2024-07-10,-0.001938866142414553,1.989569553871901e-08,0.7166666666666667,0.0,-0.0,-0.0,0.9992601040803453
2024-07-11,0.007617871113856343,3.145288252047097e-08,0.9333333333333333,0.0,0.0,0.0,0.9992601040803453
2024-07-12,-0.009963325183374097,-2.2874597658565716e-08,0.11666666666666667,-1.0,0.009963325183374097,0.008463325183374098,1.0077171672839496
2024-07-15,0.005518884420353242,2.229978990652062e-09,0.38333333333333336,0.0,0.0,0.0,1.0077171672839496
2024-07-16,0.0005043797580428152,6.431372583863845e-09,0.4166666666666667,0.0,0.0,0.0,1.0077171672839496
2024-07-17,-0.0009934555211110155,-1.4948185913493867e-08,0.15,0.0,-0.0,-0.0,1.0077171672839496
2024-07-18,-0.013315954615184615,-1.4217086230983967e-08,0.15,0.0,-0.0,-0.0,1.0077171672839496
2024-07-19,-0.009157840017991135,-2.299309169635233e-08,0.08333333333333333,0.0,-0.0,-0.0,1.0077171672839496
2024-07-22,-0.00042809494029009607,-1.381617897809296e-08,0.18333333333333332,1.0,-0.00042809494029009607,-0.0019280949402900962,1.005774192912466
2024-07-23,0.007792472177820699,2.0513783220889197e-08,0.7666666666666667,0.0,0.0,0.0,1.005774192912466
2024-07-24,-0.007589036057304279,-1.5984402952822636e-08,0.15,0.0,-0.0,-0.0,1.005774192912466
2024-07-25,-0.015414287277928844,-4.559493602083139e-08,0.05,0.0,-0.0,-0.0,1.005774192912466
2024-07-26,0.004109203923577307,5.232301508932742e-10,0.43333333333333335,1.0,0.004109203923577307,0.002609203923577307,1.008398462882846
2024-07-29,0.005664584679995105,3.079906316406422e-08,0.9333333333333333,0.0,0.0,0.0,1.008398462882846
2024-07-30,-0.008526109320141024,-1.8393448327911513e-08,0.16666666666666666,-1.0,0.008526109320141024,0.007026109320141024,1.015483580721323
2024-07-31,0.0004044350500202009,5.088518650188307e-09,0.48333333333333334,0.0,0.0,0.0,1.015483580721323
2024-08-01,0.009575113751597458,2.8822310772246884e-08,0.8833333333333333,0.0,0.0,0.0,1.015483580721323
2024-08-02,-0.021955960253696644,-5.805870921532529e-08,0.016666666666666666,0.0,-0.0,-0.0,1.015483580721323
2024-08-05,-0.026159157076412566,-4.816207605245416e-08,0.05,1.0,-0.026159157076412566,-0.027659157076412567,0.987396160853634
2024-08-06,0.03440649871678907,9.278164335283204e-09,0.5666666666666667,1.0,0.03440649871678907,0.03290649871678907,1.0198879113537267
2024-08-07,-0.005730886594490672,-7.989845548347191e-09,0.31666666666666665,0.0,-0.0,-0.0,1.0198879113537267
2024-08-08,-0.014925678551550378,-3.4307873536530377e-08,0.1,0.0,-0.0,-0.0,1.0198879113537267
2024-08-09,0.020335814750156597,2.6377993882385235e-09,0.5,0.0,0.0,0.0,1.0198879113537267
2024-08-12,0.006387808041504629,-3.551226996031796e-09,0.43333333333333335,0.0,0.0,0.0,1.0198879113537267
2024-08-13,0.0030969427205818738,-2.7597805034904684e-09,0.43333333333333335,0.0,0.0,0.0,1.0198879113537267
2024-08-14,0.013216299836297189,2.917678845265437e-08,0.8833333333333333,0.0,0.0,0.0,1.0198879113537267
2024-08-15,0.0028046601726371043,2.9928306103557844e-08,0.9166666666666666,0.0,0.0,0.0,1.0198879113537267
2024-08-16,0.01990199534933478,7.98198951803933e-08,1.0,-1.0,-0.01990199534933478,-0.02140199534933478,0.9980602750180915
2024-08-19,0.0013957708144324114,-1.285242337535957e-08,0.26666666666666666,-1.0,-0.0013957708144324114,-0.0028957708144324115,0.9951701212026497
2024-08-20,0.010571925100200307,2.5654170944568322e-08,0.7666666666666667,0.0,0.0,0.0,0.9951701212026497
2024-08-21,-0.0054284861846769315,-1.882380100476356e-08,0.16666666666666666,0.0,-0.0,-0.0,0.9951701212026497
2024-08-22,0.002955370023992903,2.5877345200966165e-10,0.43333333333333335,0.0,0.0,0.0,0.9951701212026497
2024-08-23,-0.007647031381208449,-1.2307257072510118e-08,0.25,0.0,-0.0,-0.0,0.9951701212026497
2024-08-26,0.004975938589826011,-3.7826190624965755e-08,0.06666666666666667,0.0,0.0,0.0,0.9951701212026497
2024-08-27,-0.0017463418836215984,-2.7597549637243223e-08,0.1,1.0,-0.0017463418836215984,-0.0032463418836215984,0.9919394587568607
2024-08-28,0.0003343179324207229,-2.7878180638517514e-08,0.1,0.0,0.0,0.0,0.9919394587568607
2024-08-29,-0.015435276365322576,-3.1732588680118625e-08,0.1,0.0,-0.0,-0.0,0.9919394587568607
2024-08-30,0.0058254824040965955,-9.557890131791514e-09,0.35,0.0,0.0,0.0,0.9919394587568607
2024-09-02,0.0032724481235853614,1.15607295334273e-08,0.6333333333333333,0.0,0.0,0.0,0.9919394587568607
2024-09-03,0.0002134353607057452,-2.110265032845145e-08,0.2,0.0,0.0,0.0,0.9919394587568607
2024-09-04,-0.03164163150043473,-5.553655671542372e-08,0.03333333333333333,0.0,-0.0,-0.0,0.9919394587568607
2024-09-05,0.005748526733540124,-3.3997447761312826e-08,0.11666666666666667,1.0,0.005748526733540124,0.0042485267335401235,0.9961537400654426
2024-09-06,-0.00014088300495149515,-2.0981253294913346e-08,0.25,0.0,-0.0,-0.0,0.9961537400654426
2024-09-09,-0.020880131335312326,-2.8628236304740507e-08,0.15,0.0,-0.0,-0.0,0.9961537400654426
2024-09-10,0.0010230071357906377,-5.7814381613279564e-08,0.03333333333333333,0.0,0.0,0.0,0.9961537400654426
2024-09-11,-9.316586064091957e-05,-6.486407737191484e-08,0.016666666666666666,1.0,-9.316586064091957e-05,-0.0015931658606409195,0.9945667019348204
2024-09-12,0.013662098433566146,3.665431133762915e-08,0.9666666666666667,1.0,0.013662098433566146,0.012162098433566146,1.006662720062499
2024-09-13,-0.0004030967806279998,-7.493444842154871e-08,0.016666666666666666,-1.0,0.0004030967806279998,-0.0010969032193720001,1.0055585084840406
2024-09-16,-0.00082247090197643,-7.406377903555584e-08,0.03333333333333333,1.0,-0.00082247090197643,-0.0023224709019764303,1.0032231281078516
2024-09-17,-0.00082247090197643,-7.460432710197076e-08,0.03333333333333333,1.0,-0.00082247090197643,-0.0023224709019764303,1.0008931715846314
2024-09-18,-0.00082247090197643,-7.681332349997357e-08,0.016666666666666666,1.0,-0.00082247090197643,-0.0023224709019764303,0.9985686263176392
2024-09-19,0.005092673362742801,-7.255947231910431e-08,0.08333333333333333,1.0,0.005092673362742801,0.003592673362742801,1.0021561572222812
2024-09-20,0.011059513879378712,7.621697760885347e-09,0.7166666666666667,1.0,0.011059513879378712,0.009559513879378713,1.0117362829165524
2024-09-23,0.0009036442859972498,-4.53692773580939e-08,0.2,0.0,0.0,0.0,1.0117362829165524
2024-09-24,0.00399855345239955,-1.6714061485161112e-08,0.43333333333333335,0.0,0.0,0.0,1.0117362829165524
2024-09-25,0.0075023965424796495,-3.267781743774562e-08,0.26666666666666666,0.0,0.0,0.0,1.0117362829165524
2024-09-26,0.01422599312176938,4.21441253558906e-08,0.9666666666666667,0.0,0.0,0.0,1.0117362829165524
2024-09-27,0.0032327715228748152,1.3676971646588953e-08,0.8,-1.0,-0.0032327715228748152,-0.004732771522874815,1.0069479662481058
2024-09-30,0.0046400449943757765,-6.024363890366191e-08,0.11666666666666667,0.0,0.0,0.0,1.0069479662481058
2024-10-01,0.028378856292202385,-6.058938980098273e-08,0.11666666666666667,0.0,0.0,0.0,1.0069479662481058
2024-10-02,-0.0119749644287629,-2.068833782375558e-08,0.45,0.0,-0.0,-0.0,1.0069479662481058
2024-10-03,-0.0015542146644725795,-2.1576437818760375e-08,0.4166666666666667,0.0,-0.0,-0.0,1.0069479662481058
2024-10-04,0.0019739357369637127,9.405238408073528e-09,0.8166666666666667,0.0,0.0,0.0,1.0069479662481058
2024-10-07,0.004577625098298889,7.593541627878698e-09,0.7666666666666667,0.0,0.0,0.0,1.0069479662481058
2024-10-08,-0.008368541779557766,-2.785333269718878e-08,0.36666666666666664,0.0,-0.0,-0.0,1.0069479662481058
2024-10-09,-0.0006405387094787188,-2.7540432007333064e-08,0.4,0.0,-0.0,-0.0,1.0069479662481058
2024-10-10,0.008359851362171315,9.529170100275149e-09,0.8166666666666667,0.0,0.0,0.0,1.0069479662481058
2024-10-11,0.00409330607194212,-3.082872951444155e-08,0.3333333333333333,0.0,0.0,0.0,1.0069479662481058
2024-10-14,0.0015045484919668888,3.239280523479967e-09,0.7166666666666667,0.0,0.0,0.0,1.0069479662481058
2024-10-15,0.004324276039044207,1.514664605646562e-08,0.8666666666666667,0.0,0.0,0.0,1.0069479662481058
2024-10-16,-0.012340637168284716,-5.0426257919518775e-08,0.2,0.0,-0.0,-0.0,1.0069479662481058
