date,open,high,low,close,I31000150F,I31000160F,I31000170F,I31000300F,I31000330F,turnover,I310006300,I310006400,I310001200,I310020032,I310020132,I310020232,I310020332,I310020432,I310020532,I310020632,I310020732,I310020832,net_priv_fund,I310021032,I310021132,I310021232,net_foreign,I310024132,gap,priv_fund_ratio,factor_rank,position,strategy_ret,strategy_net,equity
2023-08-21,2397.89,2442.44,2372.84,2401.96,0.38,-4.11,-0.12,2412.49,2471.94,18256614278000,1616435873,1538783605,26.7154004076308,237233,170260,6209,42933,45,5031,-5265,16760,-438846,185884,-1029,184854,422086,18022,-40992,0.002056022432374862,8.874064874135066e-09,0.7666666666666667,0.0,0.0,0.0,0.9721384190384517
2023-08-22,2421.12,2455.09,2381.03,2408.78,0.28,-3.84,-0.59,2403.98,2466.83,20606097954000,1604759940,1547315428,26.7021786664893,-14058,-79684,5048,27502,3094,4898,-5974,-67199,13660,69284,-1687,67597,53539,31058,-40992,0.007976818931206121,3.3042699118531423e-09,0.7,0.0,0.0,0.0,0.9721384190384517
2023-08-23,2403.58,2438.78,2369.28,2399.79,-0.37,-4.2,-1.32,2402.09,2460.9,20834891443000,1630173855,1563815563,26.8007311473185,-172400,-1165,5341,-61240,-870,6675,-43368,-19152,324188,-135900,3262,-132638,-305038,-77773,-40992,-0.00215876916945519,-6.64073241074688e-09,0.4166666666666667,0.0,-0.0,-0.0,0.9721384190384517
2023-08-24,2428.33,2468.49,2398.45,2435.89,1.5,-3,0.36,2407.88,2459.35,21670053163000,1615554623,1546819523,26.8166056043362,424487,177843,28999,64006,-4095,2959,74474,-20148,-849099,448256,-3496,444761,869247,80301,-40992,0.011892707278553525,2.2030372285769884e-08,0.9,0.0,0.0,0.0,0.9721384190384517
2023-08-25,2402.07,2443.76,2379.66,2413.23,-0.93,-4.17,-0.1,2411.93,2455.87,18874167787000,1623215114,1562721521,26.660224422362,-269703,-282098,6460,-19798,-2756,-456,28485,-4573,407863,-134808,1222,-133586,-403290,460,-40992,-0.013884042382866103,-6.724139375171514e-09,0.4166666666666667,0.0,-0.0,-0.0,0.9721384190384517
2023-08-28,2428.68,2457.25,2397.85,2432.67,0.81,-2.57,0.45,2418.07,2452.67,17501303207000,1625665880,1576194172,26.5449359798623,309288,171692,5522,79750,-11502,-4469,30470,-21057,-389472,112319,-11077,101241,410529,37825,-40992,0.006402207829340684,5.644935981148575e-09,0.7333333333333333,0.0,0.0,0.0,0.9721384190384517
2023-08-29,2441.33,2474.92,2414.36,2444.31,0.48,-2.1,0.93,2425.18,2448.87,19894050384000,1631914582,1602261460,26.5365445018125,93059,46845,-6015,18230,-1952,-1747,31063,37770,-113512,-20729,3411,-17317,75742,6635,-40992,0.0035598745411419773,-1.0493096466529008e-09,0.6,0.0,0.0,0.0,0.9721384190384517
2023-08-30,2468.64,2495.88,2436.16,2456.08,0.48,-1.63,0.26,2436.44,2444.04,19276799388000,1528796296,1603306568,26.5324858153367,210150,280267,-26379,-2412,-3363,-256,25184,9521,-439875,225629,-5426,220203,430354,-62890,-40992,0.00995372927329182,1.1604475196986032e-08,0.8166666666666667,0.0,0.0,0.0,0.9721384190384517
2023-08-31,2461.27,2488.87,2424.18,2456.57,0.02,-2.53,0.72,2440.57,2442.06,26132696620000,1523891700,1605035533,26.5792029723764,46000,133454,-20270,11844,-6543,-7693,-41231,11722,-320930,263744,-536,263208,309209,-23560,-40992,0.0021131233510309332,1.2969440833537916e-08,0.8166666666666667,0.0,0.0,0.0,0.9721384190384517
2023-09-01,2453.0,2517.11,2415.47,2469.7,0.53,-3.25,1.29,2451.87,2441.03,23423326684000,1491791245,1586504339,26.9500893853624,-315707,-229200,-13563,4594,-1583,-1508,-92559,8855,151244,152999,2611,155609,-160099,18111,-40992,-0.0014532457857908236,7.201432113095821e-09,0.7333333333333333,0.0,-0.0,-0.0,0.9721384190384517
2023-09-04,2477.85,2518.76,2436.61,2483.31,0.55,-0.13,0.67,2461.99,2440.88,21359840476000,1487301200,1576948932,26.9569993778735,-68569,21606,-5009,-4590,-7212,-1841,-94862,13157,-329441,385780,-926,384853,316284,23338,-40992,0.0032999959509252504,1.7521642147023262e-08,0.8833333333333333,0.0,0.0,0.0,0.9721384190384517
2023-09-05,2477.66,2513.99,2449.18,2480.64,-0.11,-0.24,0.21,2469.26,2441.58,19887352624000,1444669102,1573294697,26.8928916026628,-172462,-117474,-3444,11558,-5785,-5691,-52235,-19406,-34890,230365,-3608,226757,54296,610,-40992,-0.002275189162851231,1.046352502507279e-08,0.8,0.0,-0.0,-0.0,0.9721384190384517
2023-09-06,2478.3,2509.74,2440.94,2464.91,-0.63,-0.87,-0.43,2471.03,2442.16,20812861693000,1452522945,1559384231,26.8915315277603,-335491,-228253,-12550,373,-5462,-2587,-35913,27760,378415,-68948,-1737,-70685,-406175,-51097,-40992,-0.0009433049535602469,-3.088623125607438e-09,0.48333333333333334,0.0,-0.0,-0.0,0.9721384190384517
2023-09-07,2455.32,2490.47,2422.39,2451.16,-0.56,-0.63,-1.09,2469.94,2440.53,22334028538000,1446321243,1568752591,27.0349669233579,-287347,-14913,-43840,-45575,-1889,-22276,-65924,-12810,454354,-157993,3798,-154195,-441542,-92931,-40992,-0.0038906085820576376,-7.326877912297252e-09,0.35,0.0,-0.0,-0.0,0.9721384190384517
2023-09-08,2450.24,2478.8,2413.9,2453.27,0.09,0,-0.84,2466.66,2439.26,19698631199000,1476773135,1571636193,26.9161336206609,236290,328010,-47103,-30736,-776,-2961,-14174,4620,154778,-398068,2379,-395689,-159398,4032,-40992,-0.0003753324956347496,-1.9120838657986722e-08,0.08333333333333333,0.0,-0.0,-0.0,0.9721384190384517
2023-09-11,2458.71,2491.97,2421.48,2459.8,0.27,-0.51,-1.7,2461.96,2438.63,20255875896000,1471617707,1550255165,26.940577995825,2986,53280,-23893,17674,-4402,-1578,-30593,-3116,28020,-28763,873,-27890,-24904,-7501,-40992,0.0022174485482641757,-1.3964146576186306e-09,0.5666666666666667,1.0,0.0022174485482641757,0.0007174485482641757,0.9728358783359026
2023-09-12,2469.16,2496.11,2418.81,2439.67,-0.82,-1.33,-2.07,2453.76,2438.04,21290136952000,1467099447,1537110768,27.0430980952667,196886,234565,-11174,-25029,-7099,-18590,-5049,-4025,251505,-443250,-1116,-444366,-247480,29261,-40992,0.0038051874136107292,-2.1230169815284187e-08,0.05,0.0,0.0,0.0,0.9728358783359026
2023-09-13,2439.69,2479.03,2403.43,2433.97,-0.23,-1.56,-2.95,2447.57,2439.28,18948680239000,1455337529,1516707656,27.2163094983412,132798,259939,-13096,-1729,332,-4861,-49571,11568,-115712,-32490,3836,-28655,104144,-58216,-40992,8.197830034382441e-06,-1.5844552260981917e-09,0.5333333333333333,1.0,8.197830034382441e-06,-0.0014918021699656175,0.9713845996615807
2023-09-14,2444.37,2488.42,2420.44,2471.61,1.55,0.83,-0.49,2451.66,2442.51,19175394163000,1411588822,1499339097,27.1618246032107,1320972,1081257,-1306,110285,-3858,-3966,55142,9688,-968331,-360845,-1486,-362330,958642,83420,-40992,0.0042728546366635955,-1.8156870976714876e-08,0.1,0.0,0.0,0.0,0.9713845996615807
2023-09-15,2475.79,2522.28,2450.85,2493.94,0.9,1.74,0.6,2459.8,2447.56,20875169127000,1353677373,1486364217,27.1833947484327,1051725,951742,8288,33011,-6270,-2045,-14095,24,-939002,-111104,-1642,-112746,938978,81095,-40992,0.0016912053277013104,-5.525074180695776e-09,0.4166666666666667,0.0,0.0,0.0,0.9713845996615807
2023-09-18,2478.19,2512.9,2443.43,2466.16,-1.11,3.06,-1.22,2461.07,2450.77,16577383570000,1339665373,1481062540,27.0296229742514,-124433,-38753,-10150,6500,-2036,-7242,-61172,-8535,508277,-371211,-4097,-375308,-499742,-11580,-40992,-0.006315308307336984,-1.916090640772096e-08,0.06666666666666667,0.0,-0.0,-0.0,0.9713845996615807
2023-09-19,2469.12,2496.78,2431.77,2451.88,-0.58,2.46,-1.4,2463.51,2452.93,15931694082000,1345810976,1472373527,27.053438140638,-431094,-289577,-3728,-21797,-3148,-6065,-34754,60085,449694,-88318,9633,-78685,-509778,-72027,-40992,0.0012002465371265597,-4.825681362097679e-09,0.45,1.0,0.0012002465371265597,-0.00029975346287344036,0.9710934237640503
2023-09-20,2451.1,2481.12,2419.56,2450.47,-0.06,2.4,-1.27,2466.81,2455.46,15964451186000,1348091066,1446186959,27.0353421804642,14918,164329,-1113,-11590,-3026,-5580,-43019,2598,243151,-261446,779,-260667,-245749,-85082,-40992,-0.00031812323604752275,-1.476694048564578e-08,0.1,0.0,-0.0,-0.0,0.9710934237640503
2023-09-21,2433.51,2459.49,2390.1,2405.6,-1.83,0.15,-2.1,2453.61,2453.95,16836735824000,1354164872,1433991659,27.0996616939554,-971226,-674113,-35766,-102889,3195,-4838,-66281,875,1149256,-182974,4071,-178905,-1150131,-90534,-40992,-0.006921121254289823,-1.0615134829393485e-08,0.26666666666666666,0.0,-0.0,-0.0,0.9710934237640503
2023-09-22,2377.39,2420.72,2356.92,2397.56,-0.33,-0.47,-2.76,2434.33,2453.16,14992269257000,1374680661,1424230604,27.0926473513109,-31435,109428,5324,1454,2343,-886,-102957,-14897,141348,-98618,3602,-95015,-126450,-46142,-40992,-0.011726804123711356,-6.140403993943363e-09,0.4,0.0,-0.0,-0.0,0.9710934237640503
2023-09-25,2390.82,2428.41,2354.66,2383.56,-0.58,-1.23,-2.68,2417.81,2450.71,14567119070000,1365201032,1415946328,27.2827537837137,99271,403840,-14612,-28443,148,-3632,-166435,5404,121286,-225494,-467,-225961,-126691,-91595,-40992,-0.0028111913779007747,-1.4400783223769792e-08,0.11666666666666667,0.0,-0.0,-0.0,0.9710934237640503
2023-09-26,2382.51,2406.84,2331.55,2349.93,-1.41,-2.62,-4.56,2397.42,2445.99,14413900395000,1377595623,1408793787,27.2561762830954,-418467,-246344,-16433,-20742,-3632,-8400,-31162,1732,526928,-112206,2013,-110193,-528660,-91753,-40992,-0.00044051754518439944,-7.307506754698161e-09,0.35,0.0,-0.0,-0.0,0.9710934237640503
2023-09-27,2331.3,2378.7,2312.45,2357.3,0.31,-2.32,-4.14,2378.79,2441.05,12702100364000,1329193204,1396286186,27.1377101569131,47354,-23935,24113,41376,638,-1794,3984,19479,-43086,-24034,289,-23747,23608,2972,-40992,-0.00792789572455335,-1.63469631910549e-09,0.5833333333333334,0.0,-0.0,-0.0,0.9710934237640503
2023-09-28,2331.3,2378.7,2312.45,2357.3,0.31,-2.32,-4.14,2378.79,2441.05,12702100364000,1329193204,1396286186,27.1377101569131,47354,-23935,24113,41376,638,-1794,3984,19479,-43086,-24034,289,-23747,23608,2972,-40992,-0.011029567725787977,-1.7321180249193927e-09,0.5666666666666667,0.0,-0.0,-0.0,0.9710934237640503
2023-09-29,2331.3,2378.7,2312.45,2357.3,0.31,-2.32,-4.14,2378.79,2441.05,12702100364000,1329193204,1396286186,27.1377101569131,47354,-23935,24113,41376,638,-1794,3984,19479,-43086,-24034,289,-23747,23608,2972,-40992,-0.011029567725787977,-1.7912475711099371e-09,0.55,0.0,-0.0,-0.0,0.9710934237640503
2023-10-02,2331.3,2378.7,2312.45,2357.3,0.31,-2.32,-4.14,2378.79,2441.05,12702100364000,1329193204,1396286186,27.1377101569131,47354,-23935,24113,41376,638,-1794,3984,19479,-43086,-24034,289,-23747,23608,2972,-40992,-0.011029567725787977,-1.8424679379536117e-09,0.5333333333333333,0.0,-0.0,-0.0,0.9710934237640503
2023-10-03,2331.3,2378.7,2312.45,2357.3,0.31,-2.32,-4.14,2378.79,2441.05,12702100364000,1329193204,1396286186,27.1377101569131,47354,-23935,24113,41376,638,-1794,3984,19479,-43086,-24034,289,-23747,23608,2972,-40992,-0.011029567725787977,-1.8921280190886075e-09,0.5333333333333333,0.0,-0.0,-0.0,0.9710934237640503
2023-10-04,2328.66,2353.89,2269.78,2296.66,-2.57,-7.52,-7.31,2357,2433.06,16603147704000,1286516014,1374647738,27.2860528735785,-467091,-289135,-17019,-42905,-20674,-17690,5240,25374,1090376,-653986,5327,-648660,-1115750,-84907,-40992,-0.012149493064098895,-4.850697010743493e-08,0.016666666666666666,0.0,-0.0,-0.0,0.9710934237640503
2023-10-05,2315.34,2343.76,2269.25,2288.96,-0.34,-7.73,-7.14,2335.28,2424.02,14251541903000,1257116893,1365562016,27.2893660463945,216887,199423,1871,18186,-12683,-4194,63737,24364,-142176,-101090,2015,-99075,117812,-49455,-40992,0.008133550460233684,-7.329506071137831e-09,0.31666666666666665,1.0,0.008133550460233684,0.006633550460233685,0.9775352209921903
2023-10-06,2290.01,2333.89,2266.39,2300.28,0.49,-6.68,-5.6,2318.63,2414.87,11817513022000,1217385026,1348467284,27.1469485671132,254665,233494,1596,14045,-1612,1020,23505,-893,-134726,-119098,52,-119046,135619,-17383,-40992,0.00045872361247037164,-8.747377514602031e-09,0.3,0.0,0.0,0.0,0.9775352209921903
2023-10-09,2290.01,2333.89,2266.39,2300.28,0.49,-6.68,-5.6,2318.63,2414.87,11817513022000,1217385026,1348467284,27.1469485671132,254665,233494,1596,14045,-1612,1020,23505,-893,-134726,-119098,52,-119046,135619,-17383,-40992,-0.004464673865790243,-8.862537661834619e-09,0.3,0.0,-0.0,-0.0,0.9775352209921903
2023-10-10,2320.56,2360.43,2269.62,2287.82,-0.54,-6.74,-4.74,2306.2,2405.23,16513924733000,1186124245,1344157573,27.3482658545184,623871,668990,-12839,-3085,6874,1406,-19906,5034,-462681,-162260,-3965,-166223,457648,-17568,-40992,0.00881631801345912,-1.1426174708963497e-08,0.25,0.0,0.0,0.0,0.9775352209921903
2023-10-11,2324.02,2371.32,2297.77,2332.87,1.97,-5.16,-4.65,2301.32,2398.62,15079103932000,1199410419,1333008054,27.2257947119204,655406,465999,30464,47994,-1719,-3061,66686,-226,-722348,68720,-1550,67169,722575,49042,-40992,0.015822923132064504,4.9453367140110305e-09,0.8166666666666667,0.0,0.0,0.0,0.9775352209921903
2023-10-12,2348.41,2394.29,2323.16,2366.56,1.44,-3,-3.85,2315.3,2394.39,15878376331000,1236896867,1322291644,27.2079587226648,281376,120306,11529,57598,-422,2808,57811,-16824,-111958,-150323,-2270,-152592,128783,31745,-40992,0.006661322748374305,-1.0570281604728393e-08,0.3,0.0,0.0,0.0,0.9775352209921903
2023-10-13,2348.06,2380.33,2317.47,2342.17,-1.03,-3.77,-5.5,2325.94,2388.84,13641088042000,1232290284,1304441303,27.2469477653394,-369121,-310472,-11886,-12389,-6351,281,11748,9729,790602,-434555,3347,-431209,-800330,-40055,-40992,-0.007817253735379623,-2.979260687586456e-08,0.05,0.0,-0.0,-0.0,0.9775352209921903
2023-10-16,2329.61,2360.48,2289.29,2321.31,-0.89,-6.92,-7.65,2330.15,2381.91,14635369593000,1315768284,1309504929,27.290324527924,64645,149770,-7532,-21382,-3051,-2445,-15422,-17024,276272,-324234,340,-323893,-259249,-35295,-40992,-0.0053625484059653845,-2.1402188044531466e-08,0.06666666666666667,1.0,-0.0053625484059653845,-0.006862548405965384,0.9708268382195954
2023-10-17,2339.08,2388.97,2311.29,2349.51,1.21,-5.79,-6.32,2342.48,2377.41,14220027778000,1313059304,1305647537,27.4315384279073,-63595,-111862,-7156,27365,-1160,2535,21691,-13300,-379813,458927,-2219,456708,393114,4992,-40992,0.007655160232799575,3.1239089392688e-08,1.0,1.0,0.007655160232799575,0.0061551602327995746,0.9768024329671392
2023-10-18,2341.68,2383.92,2313.21,2350.14,0.03,-4.7,-6.06,2345.94,2373.21,14875789179000,1354575984,1307817668,27.6521660089054,-129240,-62804,-14269,-2771,2004,-2997,-36886,-16327,-113315,265756,-6873,258882,129644,-11515,-40992,-0.0033326097782092356,1.8140180097468267e-08,0.95,-1.0,0.0033326097782092356,0.0018326097782092356,0.9785925306571734
2023-10-19,2317.95,2341.86,2282.75,2301.0,-2.09,-6.15,-8.09,2332.83,2364.68,14524915920000,1364361591,1310484836,27.7271616756471,-308717,-105315,-24996,-66590,-4118,-6747,-38423,-9833,523717,-209234,4067,-205167,-513884,-62528,-40992,-0.013697056345579436,-1.4550916281289031e-08,0.15,-1.0,0.013697056345579436,0.012197056345579436,0.990528478892962
2023-10-20,2277.72,2305.03,2231.84,2264.21,-1.6,-7.6,-9.44,2317.23,2353.2,15572517561000,1389582915,1313417689,27.8405960472311,-37416,128259,-20757,-36115,-9767,-3890,-14135,-161636,35731,163537,-217,163320,125904,-81010,-40992,-0.0101173402868319,1.1075447430233169e-08,0.8833333333333333,0.0,-0.0,-0.0,0.990528478892962
2023-10-23,2258.92,2292.69,2221.39,2245.77,-0.81,-6.33,-10.34,2302.13,2342.18,11909150525000,1315830555,1303546224,27.8246678837785,102353,173515,-4023,-15113,-6734,-1942,-17817,15428,81989,-201046,1276,-199770,-97417,-25536,-40992,-0.002336355726721445,-1.4137778561417326e-08,0.21666666666666667,0.0,-0.0,-0.0,0.990528478892962
2023-10-24,2261.56,2296.55,2206.77,2275.88,1.34,-5.08,-9.37,2287.4,2333.38,14659381565000,1314086065,1297716310,27.6810411940487,274797,158750,9671,39002,-419,541,40336,54563,-267971,-58764,-2626,-61390,213407,26914,-40992,0.007030996050352424,-4.10697222938888e-09,0.5833333333333334,0.0,0.0,0.0,0.990528478892962
2023-10-25,2284.11,2312.51,2234.62,2258.65,-0.76,-5.24,-10.31,2269.1,2323.79,14081538684000,1292247398,1293856751,27.7710607694726,-100841,-96363,4989,62970,-5842,-7544,-42144,53330,513539,-469600,3571,-466028,-566870,-16908,-40992,0.003616183630068377,-3.318844989269085e-08,0.03333333333333333,0.0,0.0,0.0,0.990528478892962
2023-10-26,2216.15,2250.33,2176.09,2193.28,-2.89,-6.67,-11.09,2247.56,2313.17,14924473242000,1259642303,1286854194,27.805381355986,184720,295456,-15374,-54721,-9239,-8707,-20054,11622,217678,-415779,1758,-414021,-229300,-2642,-40992,-0.01881654970889691,-2.9219688823692094e-08,0.06666666666666667,1.0,-0.01881654970889691,-0.02031654970889691,0.970404357813455
2023-10-27,2205.71,2240.05,2166.84,2199.87,0.3,-6.68,-11.39,2234.69,2303.29,13231165018000,1207377865,1271591990,27.8103008687083,327312,290158,9050,22485,-10402,-866,57587,62844,-44698,-346248,790,-345458,-18146,-40700,-40992,0.005667311059235408,-2.516128420600268e-08,0.08333333333333333,1.0,0.005667311059235408,0.004167311059235408,0.9744483346257014
2023-10-30,2187.2,2238.19,2166.02,2206.96,0.32,-6.38,-11.61,2226.93,2294.46,11382876817000,1188283602,1259316867,27.6870560608637,52996,32661,8023,21834,-11767,-2106,22949,44077,-117701,17766,2861,20627,73623,-18597,-40992,-0.005759431239118709,1.300977367136699e-09,0.75,1.0,-0.005759431239118709,-0.007259431239118709,0.9673743939444123
2023-10-31,2220.49,2244.77,2158.9,2174.64,-1.46,-7.75,-13.71,2206.68,2285.69,13666964208000,1167185480,1245113774,27.8185855118309,-188468,-94136,-5368,-8157,-3265,256,-41932,56407,602713,-475670,5020,-470650,-659119,-35867,-40992,0.006130604995106276,-3.5346342753601244e-08,0.03333333333333333,0.0,0.0,0.0,0.9673743939444123
2023-11-01,2189.1,2232.39,2162.61,2200.0,1.17,-6.67,-13.82,2194.95,2277.83,11512097887000,1106907235,1238285259,27.9680113983718,508847,452388,9186,41176,-3250,-233,20714,47551,-431058,-125786,444,-125342,383506,-11135,-40992,0.006649376448515634,-9.718070846943046e-09,0.38333333333333336,1.0,0.006649376448515634,0.005149376448515633,0.9723557688654866
2023-11-02,2235.79,2275.51,2210.43,2249.38,2.24,-4.58,-9.89,2206.17,2275.46,13937420803000,1070262871,1232790908,27.8675086385181,478330,352850,21177,86343,3598,597,-13169,45441,-935806,409423,2613,412036,890365,26933,-40992,0.016268181818181803,3.212142075679463e-08,1.0,0.0,0.0,0.0,0.9723557688654866
2023-11-03,2270.24,2300.77,2236.13,2272.21,1.01,-3.61,-8.76,2220.64,2274.63,14060833092000,1102262501,1232878391,27.7846741244516,126917,-27311,15361,64162,4266,168,67158,32534,-163391,88,3851,3940,130857,3114,-40992,0.009273666521441317,6.815345197548614e-12,0.7333333333333333,-1.0,-0.009273666521441317,-0.010773666521441317,0.9618799320715302
2023-11-06,2318.87,2403.26,2284.83,2391.35,5.24,3.96,-3.83,2257.52,2279.18,26040206261000,1164382479,1246066230,27.410531456505,231449,146707,2272,54317,-1614,-32914,45973,14425,-1424415,1183464,-4922,1178542,1409990,16708,-40992,0.0205350737827929,7.469711033439074e-08,1.0,0.0,0.0,0.0,0.9618799320715302
2023-11-07,2378.4,2402.99,2303.63,2345.63,-1.91,1.97,-4.9,2291.71,2282.07,22318769523000,1181591566,1243980604,27.5304012968734,-563946,-404575,-20768,28057,-430,-12142,-105526,-506726,909576,162083,-987,161097,-402850,-48563,-40992,-0.00541535116147775,9.222956661313754e-09,0.8333333333333334,-1.0,0.00541535116147775,0.0039153511614777505,0.9656460297807686
2023-11-08,2356.26,2387.87,2299.45,2319.26,-1.12,0.83,-5.46,2315.57,2281.39,15607363051000,1222457900,1244047129,27.4893839042193,80636,256469,-21716,-6028,-4422,-2948,-131372,-27763,-84500,28464,3164,31628,112264,-9348,-40992,0.004531831533532616,1.5475521151693573e-09,0.7166666666666667,0.0,0.0,0.0,0.9656460297807686
2023-11-09,2319.98,2360.13,2286.43,2322.2,0.13,0.95,-6.5,2330.13,2279.17,14038435679000,1245386020,1234913196,27.6059399354734,11729,71990,-5155,-5405,-410,-2288,-65745,4320,-307143,300653,-9560,291093,302824,18743,-40992,0.0003104438484688219,1.6328192895150468e-08,0.9,0.0,0.0,0.0,0.9656460297807686
2023-11-10,2302.47,2333.43,2272.62,2306.75,-0.67,0.83,-6.94,2337.04,2277.4,11769444382000,1214512860,1228434035,27.7313553291708,-159470,-99515,3377,5187,-1230,-5212,-84080,18994,114747,25768,-38,25729,-133741,22001,-40992,-0.008496253552665584,1.4351559009302684e-09,0.7,0.0,-0.0,-0.0,0.9656460297807686
2023-11-13,2327.98,2348.1,2278.98,2294.86,-0.52,-2.02,-7.19,2317.74,2276.08,11612862228000,1172632760,1210282349,27.8166044671276,-94718,-42174,-11148,-35606,1557,757,31961,26607,58510,13993,-4393,9602,-85118,-40067,-40992,0.009203424731765478,9.285720227576043e-10,0.6833333333333333,0.0,0.0,0.0,0.9656460297807686
2023-11-14,2315.38,2351.54,2292.07,2324.38,1.29,-0.76,-5.18,2313.49,2274.82,12118465226000,1135666620,1199632433,27.6791698808054,622283,583994,-5,24204,1342,-1794,35821,15096,-801166,166141,-2354,163787,786070,-21280,-40992,0.008941721935107144,1.2751323558289421e-08,0.8666666666666667,0.0,0.0,0.0,0.9656460297807686
2023-11-15,2371.11,2400.43,2335.94,2374.68,2.16,1.39,-3.13,2324.57,2276.05,16260651559000,1118611173,1185055926,27.7243285936426,1110050,1120135,52377,44770,2356,-7079,-56115,-19135,-1785663,699058,-4310,694748,1804798,-46394,-40992,0.02010428587408256,5.312002258346964e-08,0.9833333333333333,0.0,0.0,0.0,0.9656460297807686
2023-11-16,2374.77,2405.67,2346.62,2378.83,0.17,2.48,-1.26,2335.9,2279.94,13132647896000,1138838654,1178532462,27.7724250147024,-120585,-227134,15860,15810,858,-177,57269,-1090,-292334,426391,-12382,414009,293424,16929,-40992,3.7899843347375446e-05,3.285284707195857e-08,0.9666666666666667,-1.0,-3.7899843347375446e-05,-0.0015378998433473756,0.9641609629028397
2023-11-17,2371.29,2395.11,2336.48,2359.72,-0.8,0.43,-1.96,2346.49,2284.72,11601879226000,1141208093,1166340330,27.8240152382111,-251048,-120640,-2483,-30162,2471,1281,-28029,29363,351143,-133550,4092,-129458,-380506,-73486,-40992,-0.0031696254040851865,-1.0316484542009337e-08,0.31666666666666665,-1.0,0.0031696254040851865,0.0016696254040851864,0.9657707505401294
2023-11-20,2353.51,2401.81,2337.42,2380.36,0.87,5.13,-0.53,2363.59,2291.44,12372306465000,1134306571,1164901353,27.6715484702293,506009,421866,22826,9680,1744,-6744,50129,-1801,-802803,305442,-6846,298596,804604,6506,-40992,-0.0026316681640192827,2.332118555697091e-08,0.9166666666666666,0.0,-0.0,-0.0,0.9657707505401294
2023-11-21,2395.38,2422.0,2369.42,2396.33,0.67,5.84,-0.23,2377.98,2297.47,13978143112000,1144481737,1157231351,27.6518978737204,88821,78983,-9342,11594,-1740,634,8104,-13289,-459652,385934,-1814,384120,472941,588,-40992,0.0063099699205162165,2.865323332655634e-08,0.9166666666666666,-1.0,-0.0063099699205162165,-0.007809969920516217,0.9582281100282967
2023-11-22,2376.89,2417.48,2359.02,2396.85,0.02,5.86,-0.5,2382.42,2304.38,14474879099000,1164424659,1153100242,27.6716124970561,-265593,-175258,-8043,-29751,2137,1533,-20564,-815,143036,121230,2142,123372,-142221,-35645,-40992,-0.008112405219648402,9.245749439529602e-09,0.7666666666666667,-1.0,0.008112405219648402,0.006612405219648402,0.9645643025846615
2023-11-23,2398.89,2428.15,2371.52,2397.52,0.03,6.76,-0.09,2386.16,2314.59,13555467743000,1155852013,1152584890,27.6232255167189,-106111,25283,-13282,-27939,6745,-4990,-68721,9157,-17660,116873,-2258,114615,8503,-23207,-40992,0.0008511170911821615,8.85633985417628e-09,0.75,0.0,0.0,0.0,0.9645643025846615
2023-11-24,2399.71,2421.31,2366.42,2381.59,-0.66,4.64,-2.23,2390.53,2323.68,11695559322000,1129358706,1146835540,27.5591214706855,36406,97364,-8004,-5998,3916,5384,-41734,32713,153896,-226112,3097,-223015,-186609,-14524,-40992,0.0009134438920217786,-1.710990243516856e-08,0.2,0.0,0.0,0.0,0.9645643025846615
2023-11-27,2385.08,2412.78,2352.93,2377.5,-0.17,8.07,-1.48,2389.96,2332.2,15868806617000,1141373244,1153173764,27.5461188992821,233867,221942,-12540,4096,14081,-24662,2222,-24912,-128660,-79374,-920,-80293,153573,28726,-40992,0.001465407563854308,-5.7043798893403e-09,0.4666666666666667,0.0,0.0,0.0,0.9645643025846615
2023-11-28,2386.29,2424.22,2362.27,2402.37,1.05,9.21,-1.25,2391.17,2343.59,16412667499000,1167305238,1157261290,27.6152605912396,554288,509040,5357,36512,4619,-33075,2255,-37116,-592598,76094,-666,75427,629714,29581,-40992,0.0036971608832807416,5.283763949202791e-09,0.7666666666666667,0.0,0.0,0.0,0.9645643025846615
2023-11-29,2399.5,2429.76,2367.99,2400.1,-0.09,9.1,-1.81,2391.82,2353.59,18046592219000,1200998829,1176623140,27.5354830786328,-147001,-272071,5173,13495,5101,1160,75115,-22588,-57738,227822,-494,227327,80325,25026,-40992,-0.0011946536128905586,1.5071760572348967e-08,0.85,0.0,-0.0,-0.0,0.9645643025846615
2023-11-30,2395.83,2434.29,2371.98,2416.17,0.67,9.48,-1.62,2395.55,2361.93,19187934952000,1226108577,1191546316,27.503313506434,221463,209708,-13598,-621,10265,429,3016,-5784,-480290,267536,-2924,264612,486075,12264,-40992,-0.001779092537810917,1.647154653806463e-08,0.8666666666666667,0.0,-0.0,-0.0,0.9645643025846615
2023-12-01,2406.35,2431.56,2368.73,2393.59,-0.93,8.8,-3.08,2397.95,2368,15679093397000,1273000063,1189519930,27.5153348214997,-475870,-371699,-19303,-44276,-1971,-887,-40360,11055,726127,-259420,-1894,-261312,-737182,2626,-40992,-0.004064283556206792,-1.5225054973072303e-08,0.2,0.0,-0.0,-0.0,0.9645643025846615
2023-12-04,2411.59,2441.9,2373.68,2400.17,0.27,5.63,-3.35,2402.48,2368.44,18200053112000,1311376536,1189922278,27.4914098541782,28703,23355,-11203,6416,-3087,2667,-21968,-22213,-207060,198628,1942,200571,229273,32522,-40992,0.007520084893402796,1.134675557805999e-08,0.8,0.0,0.0,0.0,0.9645643025846615
