date,open,high,low,close,I31000150F,I31000160F,I31000170F,I31000300F,I31000330F,turnover,I310006300,I310006400,I310001200,I310020032,I310020132,I310020232,I310020332,I310020432,I310020532,I310020632,I310020732,I310020832,net_priv_fund,I310021032,I310021132,I310021232,net_foreign,I310024132,gap,priv_fund_ratio,factor_rank,position,strategy_ret,strategy_net,equity
2025-05-14,2446.62,2484.75,2415.1,2459.08,1.24,7.51,1.76,2419.05,2356.76,15897475737611,1306457805,1396091119,28.006880002288,599603,514614,5074,26217,-4712,1885,12443,-24873,-1096178,527452,-6002,521450,1121052,44082,-40992,0.0072706014096567476,3.533847105455208e-08,0.95,0.0,0.0,0.0,0.936953843185205
2025-05-15,2455.72,2495.01,2415.2,2441.76,-0.7,5.89,1.05,2428.7,2364.48,14525573335079,1356129747,1392695815,27.9894921534402,-347234,-160924,-8395,-83300,1884,-14272,13672,36762,140079,173229,-2837,170392,-176841,-95901,-40992,-0.0013663646567009318,1.1803416892505355e-08,0.7833333333333333,-1.0,0.0013663646567009318,-0.0001336353432990682,0.9368286330367156
2025-05-16,2451.88,2482.64,2413.5,2444.47,0.11,7.56,1.16,2439.51,2371.41,14800520002944,1389941592,1393422935,28.0589116592935,80927,166551,-11218,-59179,-5361,5747,12084,-14963,-70187,3693,530,4222,85150,-27695,-40992,0.004144551471070003,2.4686680029928776e-10,0.7,0.0,0.0,0.0,0.9368286330367156
2025-05-19,2430.61,2460.6,2386.44,2416.37,-1.15,4.5,-3.16,2438.13,2378.59,11939592979374,1392744947,1384499693,28.012564482149,-313140,-137893,-14522,-47999,-4633,13687,-29326,757,433527,-121687,543,-121144,-434284,-92453,-40992,-0.0056699407233468495,-8.415587916704668e-09,0.5166666666666667,0.0,-0.0,-0.0,0.9368286330367156
2025-05-20,2435.06,2471.15,2393.71,2420.6,0.18,4.69,-2.23,2436.46,2384.8,13560196259111,1362246393,1372140003,28.0861127998906,160150,178455,-1968,-3723,-1028,5262,942,3697,-126171,-35792,-1883,-37676,122475,-17789,-40992,0.007734742609782465,-2.530422823038834e-09,0.6333333333333333,0.0,0.0,0.0,0.9368286330367156
2025-05-21,2433.2,2476.72,2405.51,2439.38,0.78,5.34,-1.57,2432.52,2391.16,13523441458373,1333781504,1352939233,28.016354787178,176959,129054,8902,13107,-6038,8878,21845,24739,-467213,269421,-3906,265515,442473,1209,-40992,0.005205320994794642,1.9709119570992777e-08,0.8166666666666667,0.0,0.0,0.0,0.9368286330367156
2025-05-22,2430.01,2460.81,2383.78,2410.86,-1.17,4.23,-2.73,2426.34,2395.91,13362226345490,1332443309,1346323265,27.9204312882011,-492676,-266840,-24248,-89860,-612,7521,-29778,33775,702228,-245736,2409,-243326,-736003,-88858,-40992,-0.0038411399617935254,-1.8287744765127272e-08,0.36666666666666664,0.0,-0.0,-0.0,0.9368286330367156
2025-05-23,2419.69,2453.86,2380.7,2413.14,0.09,2.74,-2.63,2420.07,2400.92,12977703154262,1318918684,1335035218,27.9778276706636,-56464,-100607,-575,19578,-1274,3508,-3601,7987,94136,-43916,-1743,-45658,-102122,26508,-40992,0.003662593431389598,-3.359384695285714e-09,0.5833333333333334,0.0,0.0,0.0,0.9368286330367156
2025-05-26,2417.78,2478.2,2390.14,2456.75,1.81,3.81,-0.33,2428.15,2406.32,13316332701807,1274818148,1316072330,27.9727491546141,514386,447495,4965,-17503,-2632,8592,57547,-20738,-701533,209421,-1536,207886,722272,15923,-40992,0.001922805970644193,1.5689340278756215e-08,0.7833333333333333,0.0,0.0,0.0,0.9368286330367156
2025-05-27,2446.18,2484.31,2414.51,2453.05,-0.15,3.65,0.19,2434.64,2411.61,13588148453286,1227177669,1301640992,27.9687673020899,-31549,3437,-12862,1425,-5825,11674,-23651,32842,57910,-55294,-3908,-59204,-90752,-5746,-40992,-0.0043024320748957625,-4.140765222328717e-09,0.5333333333333333,0.0,-0.0,-0.0,0.9368286330367156
2025-05-28,2465.73,2529.65,2428.11,2481.6,1.16,5.05,4.98,2443.08,2417.36,17362771791301,1258529370,1300741696,28.067892680908,748306,803174,-11989,-45335,-8133,-21226,55656,-317679,-1045247,617351,-2731,614620,1362926,-23840,-40992,0.005169075232873295,4.371729465843438e-08,0.95,0.0,0.0,0.0,0.9368286330367156
2025-05-29,2506.93,2554.98,2469.13,2525.47,1.77,6.19,6.84,2466,2425.52,15521527737079,1224681143,1292170714,28.0714359737589,737829,625690,-8393,-6015,6710,7565,54812,17862,-1040480,289591,-4802,284789,1022618,57459,-40992,0.01020712443584781,1.989865283622684e-08,0.8,-1.0,-0.01020712443584781,-0.01170712443584781,0.9258610636546896
2025-05-30,2520.18,2557.92,2473.81,2505.07,-0.81,5.68,5.97,2484.39,2431.86,19005815485926,1228834445,1290068069,27.9961604611347,-17401,157636,-71807,-58524,-4116,7208,28432,20121,677354,-681712,1639,-680073,-697475,-76229,-40992,-0.002094659607914552,-4.325880410214936e-08,0.16666666666666666,0.0,-0.0,-0.0,0.9258610636546896
2025-06-02,2502.1,2552.18,2466.95,2509.06,0.16,5.68,6.14,2494.85,2438.79,13053106869437,1216162355,1280739341,27.9670875957221,-202511,-163828,-13772,-30904,6698,11156,1112,15940,-74151,263562,-2841,260721,58211,-12973,-40992,-0.0011855956120987656,1.6780682602944827e-08,0.75,0.0,-0.0,-0.0,0.9258610636546896
2025-06-03,2502.1,2552.18,2466.95,2509.06,0.16,5.68,6.14,2494.85,2438.79,13053106869437,1216162355,1280739341,27.9670875957221,-202511,-163828,-13772,-30904,6698,11156,1112,15940,-74151,263562,-2841,260721,58211,-12973,-40992,-0.002773947215291797,1.6895795238904387e-08,0.75,0.0,-0.0,-0.0,0.9258610636546896
2025-06-04,2540.33,2607.89,2507.88,2572.74,2.54,8.36,9.02,2518.79,2448.72,18322643563438,1248162324,1282349036,28.1640296643888,367383,298745,-35186,36437,5289,4094,-5391,-40550,-1491447,1166794,-2179,1164613,1531996,63396,-40992,0.012462834687093964,7.388868716053985e-08,1.0,0.0,0.0,0.0,0.9258610636546896
2025-06-05,2590.66,2662.29,2552.68,2611.73,1.52,10,9.52,2544.81,2459.87,19986062814962,1257007073,1288943938,28.3149620490785,225036,371082,-117971,-56682,-2125,-15957,66784,-15439,-1227624,1021291,-3265,1018026,1243062,-20093,-40992,0.006965336567239626,6.121325786779705e-08,0.9833333333333333,-1.0,-0.006965336567239626,-0.008465336567239625,0.9180233381363502
2025-06-06,2590.66,2662.29,2552.68,2611.73,1.52,10,9.52,2544.81,2459.87,19986062814962,1257007073,1288943938,28.3149620490785,225036,371082,-117971,-56682,-2125,-15957,66784,-15439,-1227624,1021291,-3265,1018026,1243062,-20093,-40992,-0.008067449544937709,6.050231670998286e-08,0.95,-1.0,0.008067449544937709,0.006567449544937709,0.924052410090636
2025-06-09,2648.9,2701.97,2601.02,2653.78,1.61,11.02,11.48,2570.48,2472.88,20729788663967,1315979734,1307308483,28.4193003182356,-769712,-472155,-86733,-87262,3359,8515,-94743,-23340,-299453,1096637,-4132,1092505,322793,-40693,-40992,0.014231945874956475,5.9549566295702293e-08,0.9333333333333333,-1.0,-0.014231945874956475,-0.015731945874956476,0.909515267589467
2025-06-10,2671.39,2718.57,2614.41,2668.63,0.56,11.64,12.02,2603.19,2486.79,20193639562449,1329826673,1316880349,28.4045108729952,47187,170832,-81889,-41168,-4838,2768,7907,-20754,-681268,656753,-1917,654836,702021,-6426,-40992,0.006635817588496285,3.309639849741333e-08,0.85,-1.0,-0.006635817588496285,-0.008135817588496285,0.9021156172784067
2025-06-11,2684.06,2737.74,2650.26,2705.67,1.39,13.19,14.79,2642.51,2500.91,19309801260046,1390729607,1318613764,28.4150342210392,374170,450240,-3494,-29723,-16665,10140,-16058,-45598,-725302,403020,-6291,396729,770899,-20270,-40992,0.0057819930076480576,2.0109703694573132e-08,0.7666666666666667,0.0,0.0,0.0,0.9021156172784067
2025-06-12,2708.17,2762.91,2672.95,2713.79,0.3,11.99,13.35,2670.72,2515.15,24247698713781,1465124925,1325677828,28.3150950468419,-235880,-381837,-39465,145385,-1724,-8636,146498,-36846,-171275,444391,-391,444000,208120,-96099,-40992,0.0009239855562577845,2.1269445768535614e-08,0.7833333333333333,0.0,0.0,0.0,0.9021156172784067
2025-06-13,2729.58,2762.6,2637.8,2683.14,-1.13,10.46,12.16,2685,2526.35,24593468038606,1550290902,1349902212,28.4005375765122,-735672,-304050,-28245,-182787,-5847,-42037,13935,46268,772194,-81724,-1066,-82790,-818463,-186642,-40992,0.0058184310503023315,-3.7462503950534075e-09,0.5,0.0,0.0,0.0,0.9021156172784067
2025-06-16,2692.08,2756.83,2645.92,2727.87,1.67,11.59,13.89,2699.82,2540.66,20770176608706,1578351214,1362863850,28.3754746091827,297526,398455,-19821,-17369,-3646,-28919,-24044,16659,-89693,-225064,573,-224490,73035,-7130,-40992,0.0033319170822245785,-1.0313176242979361e-08,0.38333333333333336,0.0,0.0,0.0,0.9021156172784067
2025-06-17,2741.86,2807.26,2685.45,2731.84,0.15,11.76,11.89,2712.46,2555.03,24571953082046,1650446243,1382006512,28.4238295152868,-162300,184201,-58788,-67892,-17470,-20950,-98444,-52311,300736,-86835,711,-86126,-248425,-82957,-40992,0.005128543515636829,-3.825563041159424e-09,0.5166666666666667,0.0,0.0,0.0,0.9021156172784067
2025-06-18,2717.0,2796.7,2687.22,2755.31,0.86,12.72,12.85,2722.39,2571.97,21081792619614,1659165614,1385218931,28.48621791784,102968,231326,-18477,-30855,-12619,-33569,-30623,52574,-378531,223887,-899,222988,325956,-2215,-40992,-0.005432236148529982,9.711830434543398e-09,0.65,0.0,-0.0,-0.0,0.9021156172784067
2025-06-19,2773.26,2813.11,2712.97,2760.87,0.2,14.26,12.59,2731.81,2588.99,20606103466355,1617910334,1389593813,28.4221022551939,-286451,-75938,-58060,20722,-7453,-16467,-130095,26484,461776,-206830,5021,-201810,-488261,-19160,-40992,0.006514693446472547,-9.264626689708588e-09,0.4166666666666667,0.0,0.0,0.0,0.9021156172784067
2025-06-20,2772.36,2834.37,2730.69,2799.11,1.39,15.64,13.94,2755,2606.97,24946886477114,1538574372,1401100429,28.4830079673324,69217,124780,-31904,-25825,4223,-11153,38151,-7153,-677017,617258,-2305,614954,684171,-29055,-40992,0.004161731628073845,2.7561842328745767e-08,0.8333333333333334,0.0,0.0,0.0,0.9021156172784067
2025-06-23,2773.86,2839.05,2721.54,2790.18,-0.32,15.62,13.37,2767.46,2625.94,24846694136392,1509068861,1407020238,28.4823543969018,-1011527,-868183,-15514,-27055,-1340,-27905,-22399,-114774,1484496,-356468,-1728,-358196,-1369721,-49131,-40992,-0.009020724444555591,-1.53579261151987e-08,0.3,0.0,-0.0,-0.0,0.9021156172784067
2025-06-24,2837.66,2920.47,2797.39,2873.78,3,19.09,17.19,2795.85,2648.97,26645738261765,1453777620,1415721245,28.6546723989076,317871,566460,-159969,-17493,-393,-18503,-99750,-159393,-765194,612909,-6195,606715,924586,47520,-40992,0.017016823287386483,2.59427516428415e-08,0.8,0.0,0.0,0.0,0.9021156172784067
2025-06-25,2901.5,2944.52,2831.22,2880.84,0.25,19.38,18.33,2820.96,2670.18,25238222633250,1505074758,1442783084,28.916641699221,-648891,-190017,-23465,-200021,-3568,-6530,-53910,-67021,1005795,-289653,-231,-289884,-938775,-171380,-40992,0.009645832318409828,-1.184348896614552e-08,0.31666666666666665,0.0,0.0,0.0,0.9021156172784067
2025-06-26,2885.67,2919.32,2798.02,2852.08,-1,16.09,15.99,2839.2,2690.13,22391809329397,1480187103,1452846171,28.8008531616967,-457541,-175840,1333,-117752,-5564,2815,-56502,138258,1120235,-803013,2061,-800952,-1258493,-106031,-40992,0.0016765943266547005,-3.236145730499718e-08,0.13333333333333333,0.0,0.0,0.0,0.9021156172784067
2025-06-27,2853.35,2904.64,2794.08,2831.71,-0.71,15.44,16.73,2845.72,2707.63,19090264011342,1443852509,1447431214,28.7676397796701,388438,304477,10356,25448,-1935,-1106,-11602,18771,641924,-1049340,209,-1049131,-660694,62798,-40992,0.0004452890522004929,-4.438354542907462e-08,0.06666666666666667,0.0,0.0,0.0,0.9021156172784067
2025-06-30,2849.42,2900.9,2800.35,2842.0,0.36,13.45,19.59,2856.08,2723.46,17713030824160,1376414903,1444953678,28.7512282617441,550833,549849,-5015,9041,519,-19571,-5568,-34459,112202,-627675,-901,-628576,-77743,21577,-40992,0.006254171507675587,-2.8253523724810056e-08,0.15,1.0,0.006254171507675587,0.004754171507675587,0.9064044296427008
2025-07-01,2857.37,2932.76,2819.98,2854.68,0.45,13.96,21.52,2852.26,2740.94,20611102700119,1361459804,1448877585,28.7026856420733,513123,525200,-11518,86848,974,-27870,-74165,3094,-616029,101868,-2057,99811,612935,13654,-40992,0.005408163265306084,4.8488054286438684e-09,0.5833333333333334,0.0,0.0,0.0,0.9064044296427008
2025-07-02,2853.08,2893.49,2778.44,2843.93,-0.38,13.35,21.89,2844.88,2757.68,19641587667624,1307841782,1465702940,28.6939069626191,74897,312809,-8246,-84246,-743,4973,1096,20287,411058,-507511,1269,-506242,-431344,-150747,-40992,-0.0005604831364635998,-2.551645324992192e-08,0.13333333333333333,0.0,-0.0,-0.0,0.9064044296427008
2025-07-03,2863.84,2934.62,2819.54,2886.61,1.5,15.05,24.78,2851.79,2773.38,20032866703858,1304770849,1466998303,28.7802518101135,573987,331344,-980,88892,446,-7709,-4600,44339,-1338296,725058,-5089,719970,1293957,166593,-40992,0.00700087554897635,3.733992038003257e-08,0.8833333333333333,0.0,0.0,0.0,0.9064044296427008
2025-07-04,2895.16,2927.9,2806.14,2829.19,-1.99,9.97,23.41,2851.28,2784.25,17899374635453,1297092173,1457452489,28.7748379972089,-413152,-139999,-32637,-116679,-6580,57264,-100383,-47710,592769,-133214,1307,-131907,-545060,-74141,-40992,0.0029619519089865713,-6.945611589852075e-09,0.4,0.0,0.0,0.0,0.9064044296427008
2025-07-07,2813.49,2880.61,2774.18,2834.1,0.17,8.51,31.09,2849.7,2793.27,14744874113315,1268157759,1432998184,28.7421556736258,-130103,-161017,18735,63508,-1040,-6708,-49894,20126,54643,60977,-5643,55334,-74770,6313,-40992,-0.005549291493325041,3.280809610097917e-09,0.5666666666666667,0.0,-0.0,-0.0,0.9064044296427008
2025-07-08,2839.94,2924.78,2804.48,2885.07,1.8,10.47,32.96,2855.78,2804.09,18173945483429,1267725040,1433352177,28.8910751251097,-144304,-48106,-13917,2681,5124,-73262,-28722,44809,-154215,251978,1732,253710,109406,11896,-40992,0.00206061889135886,1.3922567406749313e-08,0.6333333333333333,0.0,0.0,0.0,0.9064044296427008
2025-07-09,2893.03,2938.44,2843.89,2896.49,0.4,9.15,36.04,2866.29,2813.63,17469540730626,1242235141,1428579324,28.727317352807,-133729,-181560,-9404,50247,8153,-21588,-15631,52435,422390,-343263,2167,-341096,-474826,36055,-40992,0.0027590318432481834,-1.9432782019276947e-08,0.13333333333333333,0.0,0.0,0.0,0.9064044296427008
2025-07-10,2907.99,2969.17,2872.05,2937.6,1.42,10.08,29.51,2876.49,2824.82,20161955310758,1248635885,1412876043,28.7400570005895,-98791,-243239,-30151,152078,6005,-14378,49330,68114,-593511,626658,-2469,624189,525398,-18436,-40992,0.003970322700924222,3.542454462314699e-08,0.8666666666666667,0.0,0.0,0.0,0.9064044296427008
2025-07-11,2946.37,3003.72,2896.96,2936.73,-0.03,8.54,29.82,2898,2837.5,19230489716212,1268469391,1386997111,28.781720514937,-65795,70220,-48120,-38538,5474,-9357,1086,-389657,87707,366493,1252,367745,301950,-46560,-40992,0.0029854302832243947,2.0410431748387282e-08,0.75,0.0,0.0,0.0,0.9064044296427008
2025-07-14,2933.45,2998.74,2897.06,2960.9,0.82,10.35,29.45,2923.36,2849.15,17110407493182,1320818605,1368615032,28.9068083482807,-149630,25710,-39608,-54788,-5837,-8261,-26702,122213,-160963,186976,1405,188381,38751,-40145,-40992,-0.001116888512052589,1.0145601147503319e-08,0.5666666666666667,0.0,-0.0,-0.0,0.9064044296427008
2025-07-15,2953.15,3013.21,2913.0,2981.99,0.71,11.14,29.32,2942.74,2861.66,18359348226882,1262609251,1336392929,28.8792263015509,16375,-85835,-9512,20349,2397,-21992,26949,113638,-418567,292445,-3892,288554,304929,84019,-40992,-0.0026174473977506837,1.58366448698879e-08,0.6333333333333333,0.0,-0.0,-0.0,0.9064044296427008
2025-07-16,2973.27,3013.55,2918.92,2960.02,-0.74,8.51,30.25,2955.45,2871.89,17775536973850,1270060822,1331303126,28.8826032247007,-611904,-227615,-8363,-85431,2702,1993,-82578,28162,551149,29149,3444,32593,-579311,-212614,-40992,-0.0029242217445396533,1.5732789205099903e-09,0.4666666666666667,0.0,-0.0,-0.0,0.9064044296427008
